City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
143,Vardo,NO,70.3705,31.1107,22.75,92,100,22.62,light snow
144,Khorixas,NA,-20.3667,14.9667,68.58,84,100,7.47,moderate rain
145,Geraldton,AU,-28.7667,114.6,73.81,88,40,4.61,scattered clouds
146,Laguna,US,38.421,-121.4238,80.65,35,0,3.44,clear sky
147,Ostrovnoy,RU,68.0531,39.5131,20.61,63,100,24.85,overcast clouds
148,Aktau,KZ,43.65,51.2,27.18,66,58,9.8,broken clouds
149,Inhambane,MZ,-23.865,35.3833,76.05,82,2,7.74,clear sky
150,Kalianget,ID,-7.05,113.9333,76.57,84,98,6.64,moderate rain
151,Sol-Iletsk,RU,51.1631,54.9918,16.72,95,100,10.33,overcast clouds
152,Chardara,KZ,41.2547,67.9692,43.45,75,100,7.74,overcast clouds
153,Alugan,PH,12.2188,125.4808,78.84,81,100,10.22,overcast clouds
154,Torbay,CA,47.6666,-52.7314,36.57,75,98,4.0,overcast clouds
155,Gravdal,NO,68.1214,13.5031,32.68,60,94,25.14,light snow
156,Champerico,GT,14.3,-91.9167,89.94,61,1,10.22,clear sky
157,Bandiagara,ML,14.3501,-3.6104,70.57,14,9,9.35,clear sky
158,Umm Lajj,SA,25.0213,37.2685,66.72,34,0,13.4,clear sky
159,Wageningen,NL,51.9667,5.6667,51.93,71,100,12.66,overcast clouds
160,Batsfjord,NO,70.6345,29.7185,22.93,93,75,18.41,light snow
161,Talnakh,RU,69.4865,88.3972,-7.6,70,13,8.93,few clouds
162,Georgetown,MY,5.4112,100.3354,79.9,87,20,5.75,few clouds
163,Szydlowiec,PL,51.2282,20.8611,31.93,67,6,7.14,clear sky
164,Saint-Philippe,RE,-21.3585,55.7679,78.39,88,42,12.03,light rain
165,Mitsamiouli,KM,-11.3847,43.2844,80.22,80,8,1.14,clear sky
166,Hlukhiv,UA,51.6782,33.9162,20.86,88,34,9.26,scattered clouds
167,Puerto Ayora,EC,-0.7393,-90.3518,76.55,90,91,1.01,overcast clouds
168,Martinesti,RO,45.8167,23.1333,33.51,74,88,2.46,overcast clouds
169,Ahuimanu,US,21.4447,-157.8378,80.31,57,75,11.5,broken clouds
170,Matay,EG,28.419,30.7792,54.03,71,7,15.14,clear sky
171,Kalmunai,LK,7.4167,81.8167,76.26,82,99,7.56,overcast clouds
172,Lagoa,PT,39.05,-27.9833,56.5,59,88,4.7,overcast clouds
173,Pangoa,PE,-12.1167,-73.0,71.73,94,99,0.83,light rain
174,Port Lincoln,AU,-34.7333,135.8667,67.86,80,96,10.0,overcast clouds
175,Yar-Sale,RU,66.8333,70.8333,-17.28,98,100,8.08,overcast clouds
176,Haimen,CN,23.1935,116.6142,58.21,87,100,10.76,light rain
177,Luderitz,NA,-26.6481,15.1594,72.36,65,0,9.86,clear sky
178,Cherskiy,RU,68.75,161.3,-23.64,97,98,7.85,overcast clouds
179,Bathsheba,BB,13.2167,-59.5167,77.61,73,20,16.11,few clouds
180,Port Elizabeth,ZA,-33.918,25.5701,68.77,84,48,9.33,scattered clouds
181,Trairi,BR,-3.2778,-39.2689,78.44,82,19,8.66,few clouds
182,Saint-Joseph,RE,-21.3667,55.6167,77.38,85,21,12.37,light rain
183,Castro,BR,-24.7911,-50.0119,66.67,91,48,4.47,scattered clouds
184,Hasaki,JP,35.7333,140.8333,36.28,75,100,31.41,overcast clouds
185,Kimbe,PG,-5.5502,150.1429,81.95,78,99,0.94,light rain
186,Bambous Virieux,MU,-20.3428,57.7575,81.21,85,87,13.94,light rain
187,Mungwi,ZM,-10.1732,31.3694,61.83,94,100,2.71,overcast clouds
188,Feijo,BR,-8.1642,-70.3536,73.96,96,97,1.83,overcast clouds
189,Caxito,AO,-8.5785,13.6643,76.37,84,100,1.28,overcast clouds
190,Galabovo,BG,42.139,25.8673,39.69,85,50,2.75,scattered clouds
191,Contamana,PE,-7.3333,-75.0167,74.93,97,100,2.71,overcast clouds
192,Fukue,JP,32.6881,128.8419,51.84,65,97,23.94,overcast clouds
193,Praia Da Vitoria,PT,38.7333,-27.0667,55.76,69,99,4.47,overcast clouds
194,Tessalit,ML,20.1986,1.0114,64.22,19,11,10.6,few clouds
195,Te Anau,NZ,-45.4167,167.7167,61.68,54,51,1.07,broken clouds
196,Mendoza,AR,-32.8908,-68.8272,80.49,26,7,6.87,clear sky
197,Ranot,TH,7.7777,100.3213,80.74,77,86,11.97,overcast clouds
198,Beitbridge,ZW,-22.2167,30.0,75.6,47,9,5.06,clear sky
199,Port Hardy,CA,50.6996,-127.4199,49.75,67,100,6.29,overcast clouds
200,Buguda,IN,19.8167,84.8,58.33,61,20,2.46,few clouds
201,Ngudu,TZ,-2.9667,33.3333,65.82,79,70,5.03,broken clouds
202,Aykhal,RU,66.0,111.5,-8.19,49,51,1.28,broken clouds
